info_type_id,movie_id,info,keyword,phonetic_code,production_year,title
3,2102948,Western,raining,R52,1967,Rango
3,4144145,Western,raining,R52,2013,Reins
3,4168273,Western,raining,R52,2010,"Rua MÃ£o Ãšnica"
3,4136888,Western,raining,R52,2015,"Re Inc."
3,4170528,Western,raining,R52,2011,Running
3,4155584,Western,raining,R52,2005,Ringo
3,4133593,Western,raining,R52,2012,Ramus
3,4134190,Western,raining,R52,2011,Rango
3,4411016,Western,raining,R52,2007,"The Ranch"
3,4417083,Western,raining,R52,1919,"The Run Aways"
3,3675139,Western,handcuffed-to-a-bed,H5321,1917,"Hands Up!"
3,3675112,Western,handcuffed-to-a-bed,H5321,1921,"Hands Off!"
3,3675104,Western,handcuffed-to-a-bed,H5321,1927,"Hands Off"
3,4143003,Western,reference-to-dagmar-havlova,R1652,1915,"Reforming the Outlaw"
3,4155995,Western,reference-to-dagmar-havlova,R1652,1928,"Rip Roaring Logan"
3,3786846,Western,jane-austen,J5235,1952,"Junction City"
3,3777725,Western,jane-austen,J5235,1913,"Jim's Atonement"
3,4444095,Western,woods,W32,1911,"The White Squaw"
3,4444097,Western,woods,W32,1920,"The White Squaw"
3,4444094,Western,woods,W32,1910,"The White Squaw"
3,4444093,Western,woods,W32,1908,"The White Squaw"
3,4444096,Western,woods,W32,1913,"The White Squaw"
3,4444098,Western,woods,W32,1956,"The White Squaw"
3,4444135,Western,woods,W32,2014,"The White Witch"
3,4557991,Western,woods,W32,1921,"White Oak"
3,3675468,Western,hanging,H5252,1952,"Hangman's Knot"
3,3675246,Western,hanging,H5252,2016,"Hang 'em High"
3,3694552,Western,hanging,H5252,1971,"Hey amigo 5 mezar"
3,3675244,Western,hanging,H5252,1968,"Hang 'Em High"
3,3675341,Western,hanging,H5252,1966,"Hanggang may buhay"
3,3706713,Western,hanging,H5252,2011,"Homens Com Cheiro de Flor"
3,3706303,Western,hanging,H5252,2011,Homecoming
3,3718402,Western,hanging,H5252,1916,"Humanizing Mr. Winsby"
3,3706334,Western,hanging,H5252,2016,Homecoming
3,4363919,Western,hanging,H5252,1969,"The Hanging of Jake Ellis"
3,4363922,Western,hanging,H5252,1959,"The Hanging Tree"
3,4468212,Western,taunton-trial-court,T5353,1953,"Tom Tom Tomcat"
3,4143003,Western,reference-to-a-dental-hygienist,R1652,1915,"Reforming the Outlaw"
3,4155995,Western,reference-to-a-dental-hygienist,R1652,1928,"Rip Roaring Logan"
3,4143003,Western,reference-to-whoopi-goldberg,R1652,1915,"Reforming the Outlaw"
3,4155995,Western,reference-to-whoopi-goldberg,R1652,1928,"Rip Roaring Logan"
3,4143003,Western,reference-to-the-byrds,R1652,1915,"Reforming the Outlaw"
3,4155995,Western,reference-to-the-byrds,R1652,1928,"Rip Roaring Logan"
3,3349658,Western,bicycle-accident,B2423,1910,"Big Elk's Turndown"
3,4143003,Western,reference-to-mad-max,R1652,1915,"Reforming the Outlaw"
3,4155995,Western,reference-to-mad-max,R1652,1928,"Rip Roaring Logan"
3,4143003,Western,reference-to-boris-yeltsin,R1652,1915,"Reforming the Outlaw"
3,4155995,Western,reference-to-boris-yeltsin,R1652,1928,"Rip Roaring Logan"
3,3691242,Western,hormone,H65,1924,"Her Man"
3,4258111,Western,studio-city-california,S3232,1940,"Stage to Chino"
3,4258132,Western,studio-city-california,S3232,1938,"Stagecoach Days"
3,4249162,Western,studio-city-california,S3232,NULL,"Southwest to Sonora"
3,4258114,Western,studio-city-california,S3232,1950,"Stage to Tucson"
3,4258148,Western,studio-city-california,S3232,2016,"Stagecoach: The Texas Jack Story"
3,4257820,Western,studio-city-california,S3232,1926,"Stacked Cards"
3,4143003,Western,reference-to-the-battle-of-trafalgar,R1652,1915,"Reforming the Outlaw"
3,4155995,Western,reference-to-the-battle-of-trafalgar,R1652,1928,"Rip Roaring Logan"
3,3280905,Western,extramarital-affair,E2365,1911,"An Easterner's Peril"
3,3280902,Western,extramarital-affair,E2365,1913,"An Eastern Cyclone at Bluff Ranch"
3,3280904,Western,extramarital-affair,E2365,1920,"An Eastern Westerner"
3,3584696,Western,extramarital-affair,E2365,1987,"Extreme Prejudice"
3,4346013,Western,extramarital-affair,E2365,1907,"The Easterner; or, A Tale of the West"
3,4346006,Western,extramarital-affair,E2365,1911,"The Eastern Cowboy"
3,3219569,Western,bulletproof-glass,B4316,2014,"A Ballad for Tex"
3,3220942,Western,bulletproof-glass,B4316,1963,"A Bullet for Billy the Kid"
3,3324321,Western,bulletproof-glass,B4316,1967,"Ballata per un pistolero"
3,3362648,Western,bulletproof-glass,B4316,1991,"Blood Bros."
3,3340132,Western,bulletproof-glass,B4316,1929,"Below the Border"
3,3340133,Western,bulletproof-glass,B4316,1942,"Below the Border"
3,3363861,Western,bulletproof-glass,B4316,2013,"Bloody Border"
3,3363226,Western,bulletproof-glass,B4316,2010,"Blood Price"
3,3386971,Western,bulletproof-glass,B4316,1964,"Bullet for a Badman"
3,3386992,Western,bulletproof-glass,B4316,1920,"Bullet Proof"
3,3387031,Western,bulletproof-glass,B4316,2012,Bulletproof
3,4324292,Western,bulletproof-glass,B4316,1948,"The Bold Frontiersman"
3,4323684,Western,bulletproof-glass,B4316,1911,"The Blotted Brand"
3,4317797,Western,bulletproof-glass,B4316,2008,"The Ballad of Frank Gilroy"
3,4294176,Western,talent-judge,T4532,1944,"Tall in the Saddle"
3,4101783,Western,prize,P62,1972,"Por Eso"
3,4113976,Western,prize,P62,2013,Prize
3,4407766,Western,prize,P62,2011,"The Price"
3,3746614,Western,intelligence-mole,I5342,1910,"In the Tall Grass Country"
3,3559279,Western,trying-to-escape,T6523,1976,"El trinquetero"
3,4435063,Western,trying-to-escape,T6523,1913,"The Transition"
3,4433150,Western,trying-to-escape,T6523,1936,"The Three Mesquiteers"
3,4455840,Western,trying-to-escape,T6523,1954,"Three Young Texans"
3,4488410,Western,trying-to-escape,T6523,2014,Turncoat
3,28093,Western,voyeur,V6,2015,"5 vor 12"
