id,keyword,phonetic_code,production_year,title
4429994,superhero,S16,2016,"The Supper"
805654,superhero,S16,2017,"El sopar"
3727484,superhero,S16,2017,"I See You Everywhere"
3845998,superhero,S16,2017,"La Siberia"
3893577,superhero,S16,2017,"Lo supero"
1505853,superhero,S16,2017,S'ouvrir
1097884,superhero,S16,2017,Savior
2988847,superhero,S16,2017,Savuverho
4187140,superhero,S16,2017,"Say Before"
2129683,superhero,S16,2017,S̩par̩
2867189,superhero,S16,2017,Sephora
4216665,superhero,S16,2017,Shiver
4221069,superhero,S16,2017,Siberia
4222206,superhero,S16,2017,Siffre
4238955,superhero,S16,2017,"Soap Opera"
4239068,superhero,S16,2017,Sober
4239067,superhero,S16,2017,Sober
4239092,superhero,S16,2017,Sobibor
4239112,superhero,S16,2017,Sobra
4247424,superhero,S16,2017,Soufra
4250895,superhero,S16,2017,Sparrow
4278599,superhero,S16,2017,Super
4279924,superhero,S16,2017,Superhero
4283221,superhero,S16,2017,Svarar̴?
4286690,superhero,S16,2017,"Syberia III"
2766119,superhero,S16,2017,"The Savior"
1941827,superhero,S16,2017,"The Saviour"
4418284,superhero,S16,2017,"The Saviour"
4421512,superhero,S16,2017,"The Shape of Fear"
540747,superhero,S16,2017,"The Soupover"
4425816,superhero,S16,2017,"The Sparrow"
4426464,superhero,S16,2017,"The Spore"
4429901,superhero,S16,2017,"The Super"
4204718,superhero,S16,2018,Sever
4221070,superhero,S16,2018,Siberia
4250629,superhero,S16,2018,Spare
4254974,superhero,S16,2018,Spore
4278603,superhero,S16,2018,"Super 30"
